BOROUGH,DATE,LATITUDE,LONGITUDE,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST KILLED,NUMBER OF PEDESTRIANS KILLED,TIME,TYPE
MANHATTAN,2013-01-04,40.7401843,-73.986363,0.0,0.0,1.0,12:26,Pedestrians Killed
BRONX,2013-01-04,40.8906476,-73.84874190000001,0.0,0.0,1.0,21:34,Pedestrians Killed
BRONX,2013-01-05,40.843829299999996,-73.88791850000001,0.0,0.0,1.0,13:02,Pedestrians Killed
QUEENS,2013-01-07,40.7460428,-73.8260812,0.0,0.0,1.0,6:59,Pedestrians Killed
QUEENS,2013-01-11,40.7413881,-73.7248837,0.0,0.0,1.0,18:38,Pedestrians Killed
QUEENS,2013-01-12,40.71337929999999,-73.8596555,0.0,0.0,1.0,6:45,Pedestrians Killed
,2013-01-16,40.635625700000006,-74.01706290000001,0.0,0.0,1.0,21:51,Pedestrians Killed
QUEENS,2013-01-17,40.6998829,-73.9082989,0.0,0.0,1.0,18:50,Pedestrians Killed
MANHATTAN,2013-01-18,40.7502418,-73.99859599999999,0.0,0.0,1.0,14:32,Pedestrians Killed
MANHATTAN,2013-01-20,40.7407326,-73.9817618,0.0,0.0,1.0,2:00,Pedestrians Killed
BROOKLYN,2013-01-22,40.612109100000005,-73.9667815,0.0,0.0,1.0,14:49,Pedestrians Killed
QUEENS,2013-01-23,40.7491907,-73.70785959999999,0.0,0.0,1.0,18:08,Pedestrians Killed
BROOKLYN,2013-01-25,40.644245,-73.89102120000001,0.0,0.0,1.0,7:13,Pedestrians Killed
BROOKLYN,2013-01-26,40.6162611,-73.99308070000001,0.0,0.0,1.0,15:20,Pedestrians Killed
QUEENS,2013-01-29,40.764651,-73.823484,0.0,0.0,1.0,13:10,Pedestrians Killed
BRONX,2013-01-29,40.862444200000006,-73.8971422,0.0,0.0,1.0,14:00,Pedestrians Killed
MANHATTAN,2013-01-29,40.764917499999996,-73.955157,0.0,0.0,1.0,19:50,Pedestrians Killed
BROOKLYN,2013-01-29,40.6541334,-73.9123297,0.0,0.0,1.0,20:13,Pedestrians Killed
BROOKLYN,2013-01-30,40.6542235,-73.9153065,0.0,0.0,1.0,18:30,Pedestrians Killed
MANHATTAN,2013-01-30,40.8156907,-73.95829470000001,0.0,0.0,1.0,1:00,Pedestrians Killed
QUEENS,2013-01-31,40.699531,-73.91103670000001,0.0,0.0,1.0,22:52,Pedestrians Killed
STATEN ISLAND,2013-02-01,40.5783776,-74.0940362,0.0,0.0,1.0,19:32,Pedestrians Killed
MANHATTAN,2013-02-05,40.757828100000005,-73.9930696,0.0,0.0,1.0,10:11,Pedestrians Killed
QUEENS,2013-02-07,40.763980200000006,-73.9105065,0.0,0.0,1.0,11:15,Pedestrians Killed
QUEENS,2013-02-13,40.6936625,-73.85216390000001,0.0,0.0,1.0,20:58,Pedestrians Killed
QUEENS,2013-02-15,40.668608500000005,-73.781667,0.0,0.0,1.0,0:28,Pedestrians Killed
BRONX,2013-02-15,40.8660702,-73.8943816,0.0,0.0,1.0,18:53,Pedestrians Killed
QUEENS,2013-02-21,40.75687620000001,-73.94435190000002,0.0,0.0,1.0,0:45,Pedestrians Killed
BROOKLYN,2013-02-22,40.6902385,-73.9943603,0.0,0.0,1.0,17:40,Pedestrians Killed
,2013-02-23,40.76241160000001,-73.9544246,0.0,0.0,1.0,1:00,Pedestrians Killed
MANHATTAN,2013-02-24,40.7413501,-73.98131059999999,0.0,0.0,1.0,1:48,Pedestrians Killed
MANHATTAN,2013-02-28,40.7966809,-73.9349137,0.0,0.0,1.0,7:54,Pedestrians Killed
BRONX,2013-03-02,40.858680299999996,-73.8992122,0.0,0.0,1.0,5:28,Pedestrians Killed
BROOKLYN,2013-03-04,40.7039152,-73.9481686,0.0,0.0,1.0,12:30,Pedestrians Killed
QUEENS,2013-03-07,40.7424052,-73.7534717,0.0,0.0,1.0,19:32,Pedestrians Killed
MANHATTAN,2013-03-09,40.7503074,-74.00836609999999,0.0,0.0,1.0,2:55,Pedestrians Killed
QUEENS,2013-03-11,40.74517720000001,-73.9372593,0.0,0.0,1.0,10:57,Pedestrians Killed
BRONX,2013-03-11,40.8175206,-73.8620769,0.0,0.0,1.0,19:50,Pedestrians Killed
BROOKLYN,2013-03-23,40.58626029999999,-73.9489224,0.0,0.0,1.0,17:19,Pedestrians Killed
,2013-03-26,40.665398700000004,-73.82951130000001,0.0,0.0,1.0,11:54,Pedestrians Killed
,2013-03-26,40.7353396,-73.916885,0.0,0.0,1.0,23:16,Pedestrians Killed
BROOKLYN,2013-04-01,40.622798700000004,-74.02834990000001,0.0,0.0,1.0,6:17,Pedestrians Killed
BROOKLYN,2013-04-03,40.6848568,-73.9780417,0.0,0.0,1.0,12:47,Pedestrians Killed
QUEENS,2013-04-03,40.744941499999996,-73.8873378,0.0,0.0,1.0,19:35,Pedestrians Killed
QUEENS,2013-04-15,40.7092547,-73.7500306,0.0,0.0,1.0,23:52,Pedestrians Killed
MANHATTAN,2013-04-16,40.7742786,-73.959393,0.0,0.0,1.0,6:26,Pedestrians Killed
BROOKLYN,2013-04-17,40.641946999999995,-73.9166193,0.0,0.0,1.0,15:51,Pedestrians Killed
QUEENS,2013-04-23,40.758973,-73.845074,0.0,0.0,1.0,11:51,Pedestrians Killed
,2013-04-24,40.812804,-73.9344344,0.0,0.0,1.0,22:56,Pedestrians Killed
MANHATTAN,2013-04-30,40.8032165,-73.95253050000001,0.0,0.0,1.0,17:27,Pedestrians Killed
QUEENS,2013-05-01,40.710351700000004,-73.79389509999999,0.0,0.0,1.0,20:30,Pedestrians Killed
QUEENS,2013-05-12,40.7484162,-73.87647940000001,0.0,0.0,1.0,13:40,Pedestrians Killed
BRONX,2013-05-15,40.8284182,-73.860674,0.0,0.0,1.0,19:20,Pedestrians Killed
QUEENS,2013-05-16,40.686684899999996,-73.85399659999999,0.0,0.0,1.0,19:23,Pedestrians Killed
BRONX,2013-05-17,40.8409303,-73.91269799999999,0.0,0.0,1.0,15:31,Pedestrians Killed
,2013-05-26,40.595533200000006,-73.9988553,0.0,0.0,1.0,0:01,Pedestrians Killed
BRONX,2013-05-26,40.8468635,-73.9014132,0.0,0.0,1.0,5:06,Pedestrians Killed
MANHATTAN,2013-06-03,40.7563818,-73.96432370000001,0.0,0.0,1.0,18:15,Pedestrians Killed
MANHATTAN,2013-06-04,40.7947356,-73.96987220000001,0.0,0.0,1.0,8:15,Pedestrians Killed
BROOKLYN,2013-06-10,40.670658,-73.9579745,0.0,0.0,1.0,23:47,Pedestrians Killed
BROOKLYN,2013-06-13,40.665917799999995,-73.92546390000001,0.0,0.0,1.0,0:52,Pedestrians Killed
BRONX,2013-06-13,40.859308500000004,-73.8988389,0.0,0.0,1.0,23:11,Pedestrians Killed
BRONX,2013-06-16,40.8962424,-73.8724104,0.0,0.0,1.0,3:33,Pedestrians Killed
BRONX,2013-06-24,40.8968966,-73.8441665,0.0,0.0,1.0,16:27,Pedestrians Killed
MANHATTAN,2013-06-26,40.7369617,-73.98450890000001,0.0,0.0,1.0,10:36,Pedestrians Killed
MANHATTAN,2013-07-02,40.7723521,-73.9466568,0.0,0.0,1.0,16:22,Pedestrians Killed
BROOKLYN,2013-07-05,40.6797343,-73.9743118,0.0,0.0,1.0,0:26,Pedestrians Killed
BRONX,2013-07-10,40.8595831,-73.8665266,0.0,0.0,1.0,21:20,Pedestrians Killed
BROOKLYN,2013-07-13,40.6093299,-73.9861304,0.0,0.0,1.0,21:14,Pedestrians Killed
QUEENS,2013-07-18,40.6715676,-73.784653,0.0,0.0,1.0,18:14,Pedestrians Killed
BROOKLYN,2013-07-22,40.654840500000006,-73.9596963,0.0,0.0,1.0,12:00,Pedestrians Killed
QUEENS,2013-07-27,40.7056666,-73.8184645,0.0,0.0,1.0,5:05,Pedestrians Killed
BROOKLYN,2013-07-27,40.595921000000004,-73.9410184,0.0,0.0,1.0,22:10,Pedestrians Killed
MANHATTAN,2013-07-28,40.7471531,-73.9854954,0.0,0.0,1.0,5:10,Pedestrians Killed
QUEENS,2013-07-30,40.7330977,-73.80497790000001,0.0,0.0,1.0,12:39,Pedestrians Killed
MANHATTAN,2013-07-31,40.76217929999999,-73.9661291,0.0,0.0,1.0,22:18,Pedestrians Killed
MANHATTAN,2013-07-31,40.862216100000005,-73.9296942,0.0,0.0,1.0,20:02,Pedestrians Killed
QUEENS,2013-08-01,40.6643263,-73.7466882,0.0,0.0,1.0,5:10,Pedestrians Killed
STATEN ISLAND,2013-08-09,40.595951,-74.0958614,0.0,0.0,1.0,20:26,Pedestrians Killed
QUEENS,2013-08-11,40.7433745,-73.9205559,0.0,0.0,1.0,3:44,Pedestrians Killed
QUEENS,2013-08-11,40.636787899999995,-73.740563,0.0,0.0,1.0,23:37,Pedestrians Killed
QUEENS,2013-08-12,40.7550297,-73.8726917,0.0,0.0,1.0,1:51,Pedestrians Killed
MANHATTAN,2013-08-17,40.762288,-73.9723632,0.0,0.0,1.0,2:16,Pedestrians Killed
MANHATTAN,2013-08-23,40.721472999999996,-73.9838235,0.0,0.0,1.0,16:55,Pedestrians Killed
BROOKLYN,2013-08-26,40.7052279,-73.9498375,0.0,0.0,1.0,16:12,Pedestrians Killed
BRONX,2013-08-27,40.8198786,-73.85776899999999,0.0,0.0,1.0,20:24,Pedestrians Killed
BROOKLYN,2013-08-29,40.644042,-73.87751949999999,0.0,0.0,1.0,6:42,Pedestrians Killed
BRONX,2013-08-31,40.8113299,-73.9007723,0.0,0.0,1.0,3:01,Pedestrians Killed
BRONX,2013-09-08,40.845177500000005,-73.9141598,0.0,0.0,1.0,2:18,Pedestrians Killed
,2013-09-12,40.812804,-73.9344344,0.0,0.0,1.0,5:14,Pedestrians Killed
QUEENS,2013-09-13,40.690697899999996,-73.82828459999999,0.0,0.0,1.0,19:03,Pedestrians Killed
QUEENS,2013-09-15,40.7416789,-73.8675568,0.0,0.0,1.0,14:58,Pedestrians Killed
BROOKLYN,2013-09-17,40.6203042,-74.0074276,0.0,0.0,1.0,11:39,Pedestrians Killed
QUEENS,2013-09-21,40.721453499999996,-73.84397790000001,0.0,0.0,1.0,22:18,Pedestrians Killed
BRONX,2013-09-22,40.83751470000001,-73.91477320000001,0.0,0.0,1.0,1:32,Pedestrians Killed
BROOKLYN,2013-09-26,40.642305900000004,-74.0132314,0.0,0.0,1.0,15:23,Pedestrians Killed
QUEENS,2013-09-26,40.74266,-73.93208309999999,0.0,0.0,1.0,11:38,Pedestrians Killed
QUEENS,2013-09-27,40.7027402,-73.7984161,0.0,0.0,1.0,11:37,Pedestrians Killed
QUEENS,2013-09-28,40.7518401,-73.9035714,0.0,0.0,1.0,23:05,Pedestrians Killed
BRONX,2013-10-02,40.82357929999999,-73.91416600000001,0.0,0.0,1.0,7:16,Pedestrians Killed
QUEENS,2013-10-04,40.7502348,-73.7728818,0.0,0.0,1.0,19:55,Pedestrians Killed
QUEENS,2013-10-06,40.75248870000001,-73.8268873,0.0,0.0,1.0,17:38,Pedestrians Killed
BRONX,2013-10-10,40.8467812,-73.8837895,0.0,0.0,1.0,10:29,Pedestrians Killed
QUEENS,2013-10-11,40.7568039,-73.8736557,0.0,0.0,1.0,21:45,Pedestrians Killed
BROOKLYN,2013-10-11,40.6353138,-73.90049350000001,0.0,0.0,1.0,20:29,Pedestrians Killed
MANHATTAN,2013-10-18,40.8455203,-73.9346852,0.0,0.0,1.0,4:42,Pedestrians Killed
BROOKLYN,2013-10-21,40.6376871,-73.9965194,0.0,0.0,1.0,0:08,Pedestrians Killed
BRONX,2013-10-21,40.8352696,-73.8322408,0.0,0.0,1.0,8:02,Pedestrians Killed
BROOKLYN,2013-10-28,40.6731495,-73.89619040000001,0.0,0.0,1.0,19:18,Pedestrians Killed
QUEENS,2013-10-28,40.7084277,-73.7805483,0.0,0.0,1.0,19:27,Pedestrians Killed
BRONX,2013-11-02,40.8934115,-73.85736209999999,0.0,0.0,1.0,0:05,Pedestrians Killed
BROOKLYN,2013-11-02,40.6895074,-73.97013249999999,0.0,0.0,1.0,12:48,Pedestrians Killed
BRONX,2013-11-05,40.8080059,-73.9143306,0.0,0.0,1.0,11:05,Pedestrians Killed
QUEENS,2013-11-06,40.728283700000006,-73.8294,0.0,0.0,1.0,17:55,Pedestrians Killed
BRONX,2013-11-08,40.8166622,-73.8879967,0.0,0.0,1.0,10:25,Pedestrians Killed
MANHATTAN,2013-11-11,40.79037,-73.9497662,0.0,0.0,1.0,12:50,Pedestrians Killed
QUEENS,2013-11-11,40.7369781,-73.87840229999999,0.0,0.0,2.0,7:26,Pedestrians Killed
QUEENS,2013-11-12,40.785600200000005,-73.83935699999999,0.0,0.0,1.0,6:16,Pedestrians Killed
BRONX,2013-11-15,40.8929052,-73.843655,0.0,0.0,1.0,20:14,Pedestrians Killed
MANHATTAN,2013-11-22,40.7203761,-74.00326120000001,0.0,0.0,1.0,15:00,Pedestrians Killed
BRONX,2013-11-22,40.8603346,-73.8982914,0.0,0.0,1.0,15:55,Pedestrians Killed
BROOKLYN,2013-11-22,40.628730700000006,-73.9433311,0.0,0.0,1.0,22:29,Pedestrians Killed
MANHATTAN,2013-11-24,40.8131597,-73.9503486,0.0,0.0,1.0,10:00,Pedestrians Killed
,2013-11-24,40.812222799999994,-73.8992439,0.0,0.0,1.0,6:36,Pedestrians Killed
BROOKLYN,2013-11-25,40.67285820000001,-73.871302,0.0,0.0,1.0,10:17,Pedestrians Killed
MANHATTAN,2013-11-26,40.779811200000005,-73.95033740000001,0.0,0.0,1.0,17:20,Pedestrians Killed
QUEENS,2013-11-26,40.659650899999995,-73.7738282,0.0,0.0,1.0,6:19,Pedestrians Killed
MANHATTAN,2013-11-27,40.7297989,-73.9748013,0.0,0.0,1.0,17:13,Pedestrians Killed
MANHATTAN,2013-11-30,40.75478270000001,-73.97993520000001,0.0,0.0,1.0,14:31,Pedestrians Killed
QUEENS,2013-12-07,40.6936625,-73.85216390000001,0.0,0.0,1.0,3:15,Pedestrians Killed
QUEENS,2013-12-12,40.74837,-73.87692340000001,0.0,0.0,1.0,11:25,Pedestrians Killed
MANHATTAN,2013-12-20,40.831567799999995,-73.9429813,0.0,0.0,1.0,17:51,Pedestrians Killed
QUEENS,2013-12-20,40.753902200000006,-73.9012151,0.0,0.0,1.0,7:57,Pedestrians Killed
MANHATTAN,2013-12-21,40.7576386,-73.9634098,0.0,0.0,1.0,17:16,Pedestrians Killed
QUEENS,2013-12-21,40.7418634,-73.9075049,0.0,0.0,1.0,16:30,Pedestrians Killed
BROOKLYN,2013-12-23,40.6417152,-73.9361062,0.0,0.0,1.0,19:47,Pedestrians Killed
STATEN ISLAND,2013-12-27,40.5647067,-74.12720829999999,0.0,0.0,1.0,17:40,Pedestrians Killed
,2013-12-28,40.5846437,-73.96015340000001,0.0,0.0,1.0,4:46,Pedestrians Killed
BROOKLYN,2013-12-29,40.7246381,-73.94817059999998,0.0,0.0,1.0,17:29,Pedestrians Killed
BROOKLYN,2013-12-30,40.640584499999996,-73.9189307,0.0,0.0,1.0,7:46,Pedestrians Killed
BRONX,2014-01-02,40.8533472,-73.88166700000001,0.0,0.0,1.0,17:30,Pedestrians Killed
BROOKLYN,2014-01-02,40.6339615,-74.0147538,0.0,0.0,1.0,6:49,Pedestrians Killed
QUEENS,2014-01-05,40.7123691,-73.7939033,0.0,0.0,1.0,21:09,Pedestrians Killed
BROOKLYN,2014-01-06,40.6816856,-73.87156259999999,0.0,0.0,1.0,18:01,Pedestrians Killed
MANHATTAN,2014-01-10,40.795927500000005,-73.9727176,0.0,0.0,1.0,20:48,Pedestrians Killed
MANHATTAN,2014-01-10,40.794651,-73.9717827,0.0,0.0,1.0,20:13,Pedestrians Killed
BROOKLYN,2014-01-11,40.7030534,-73.94249609999999,0.0,0.0,1.0,16:50,Pedestrians Killed
BRONX,2014-01-11,40.8396755,-73.871207,0.0,0.0,1.0,17:33,Pedestrians Killed
,2014-01-18,40.74091,-73.7266443,0.0,0.0,1.0,6:51,Pedestrians Killed
MANHATTAN,2014-01-19,40.794651,-73.9717827,0.0,0.0,1.0,4:44,Pedestrians Killed
BRONX,2014-01-25,40.8642161,-73.8957945,0.0,0.0,1.0,20:30,Pedestrians Killed
STATEN ISLAND,2014-01-26,40.596849799999994,-74.062054,0.0,0.0,1.0,18:30,Pedestrians Killed
BROOKLYN,2014-02-03,40.578274,-73.9582594,0.0,0.0,1.0,11:54,Pedestrians Killed
QUEENS,2014-02-03,40.7468122,-73.891752,0.0,0.0,1.0,17:55,Pedestrians Killed
BROOKLYN,2014-02-07,40.6757902,-73.9026791,0.0,0.0,1.0,15:20,Pedestrians Killed
BROOKLYN,2014-02-11,40.7116424,-73.94390990000001,0.0,0.0,1.0,14:30,Pedestrians Killed
BROOKLYN,2014-02-13,40.6337945,-74.01132740000001,0.0,0.0,1.0,10:42,Pedestrians Killed
,2014-02-23,40.6977532,-73.81391590000001,0.0,0.0,1.0,2:10,Pedestrians Killed
BROOKLYN,2014-02-23,40.6667263,-73.9424445,0.0,0.0,1.0,9:09,Pedestrians Killed
QUEENS,2014-03-06,40.6985896,-73.8948489,0.0,0.0,1.0,22:46,Pedestrians Killed
QUEENS,2014-03-07,40.7509782,-73.9347418,0.0,0.0,1.0,22:15,Pedestrians Killed
MANHATTAN,2014-03-15,40.7416425,-73.9974342,0.0,0.0,1.0,17:45,Pedestrians Killed
BROOKLYN,2014-03-16,40.663905799999995,-73.9509752,0.0,0.0,1.0,20:33,Pedestrians Killed
BROOKLYN,2014-03-18,40.599250299999994,-73.9526071,0.0,0.0,1.0,14:20,Pedestrians Killed
BROOKLYN,2014-03-21,40.595029600000004,-73.9547346,0.0,0.0,1.0,7:59,Pedestrians Killed
BRONX,2014-03-24,40.8837907,-73.9116002,0.0,0.0,1.0,15:00,Pedestrians Killed
QUEENS,2014-03-25,40.7677542,-73.8319235,0.0,0.0,1.0,9:17,Pedestrians Killed
,2014-03-28,40.76349129999999,-73.8607772,0.0,0.0,1.0,23:02,Pedestrians Killed
BROOKLYN,2014-04-02,40.651369700000004,-73.9559072,0.0,0.0,1.0,8:17,Pedestrians Killed
BRONX,2014-04-03,40.822989299999996,-73.8678032,0.0,0.0,1.0,15:36,Pedestrians Killed
BROOKLYN,2014-04-04,40.642134000000006,-73.9293532,0.0,0.0,1.0,5:45,Pedestrians Killed
MANHATTAN,2014-04-10,40.775245500000004,-73.94762209999999,0.0,0.0,1.0,23:27,Pedestrians Killed
QUEENS,2014-04-21,40.7646158,-73.93779690000001,0.0,0.0,1.0,17:30,Pedestrians Killed
QUEENS,2014-04-23,40.6859635,-73.85652940000001,0.0,0.0,1.0,15:30,Pedestrians Killed
MANHATTAN,2014-04-30,40.7491025,-73.9920058,0.0,0.0,1.0,14:30,Pedestrians Killed
QUEENS,2014-05-03,40.721453499999996,-73.84397790000001,0.0,0.0,1.0,20:28,Pedestrians Killed
BROOKLYN,2014-05-05,40.6119531,-73.9681646,0.0,0.0,1.0,11:32,Pedestrians Killed
MANHATTAN,2014-05-08,40.7823164,-73.9485012,0.0,0.0,1.0,15:26,Pedestrians Killed
BROOKLYN,2014-05-10,40.672669,-73.9900142,0.0,0.0,1.0,7:30,Pedestrians Killed
MANHATTAN,2014-05-12,40.8036997,-73.9358171,0.0,0.0,1.0,16:35,Pedestrians Killed
QUEENS,2014-05-19,40.7456688,-73.7924903,0.0,0.0,1.0,5:39,Pedestrians Killed
QUEENS,2014-05-21,40.7317311,-73.85112690000001,0.0,0.0,1.0,9:05,Pedestrians Killed
BROOKLYN,2014-05-31,40.6152042,-73.9633618,0.0,0.0,1.0,13:20,Pedestrians Killed
BROOKLYN,2014-06-02,40.6741459,-74.006006,0.0,0.0,1.0,6:49,Pedestrians Killed
QUEENS,2014-06-07,40.6670811,-73.810322,0.0,0.0,1.0,9:56,Pedestrians Killed
STATEN ISLAND,2014-06-09,40.5438696,-74.1444428,0.0,0.0,1.0,13:43,Pedestrians Killed
BROOKLYN,2014-06-13,40.7007255,-73.9419319,0.0,0.0,1.0,11:55,Pedestrians Killed
BROOKLYN,2014-06-25,40.5842341,-73.9320426,0.0,0.0,1.0,21:45,Pedestrians Killed
BROOKLYN,2014-06-28,40.5921838,-73.92440479999999,0.0,0.0,1.0,2:45,Pedestrians Killed
BROOKLYN,2014-07-02,40.6244417,-73.9303914,0.0,0.0,1.0,16:42,Pedestrians Killed
MANHATTAN,2014-07-02,40.74044310000001,-74.0020208,0.0,0.0,1.0,9:59,Pedestrians Killed
BROOKLYN,2014-07-03,40.6892276,-73.9846967,0.0,0.0,1.0,11:30,Pedestrians Killed
QUEENS,2014-07-05,40.7486146,-73.87463120000001,0.0,0.0,1.0,4:38,Pedestrians Killed
MANHATTAN,2014-07-10,40.794580100000005,-73.9737005,0.0,0.0,1.0,11:08,Pedestrians Killed
BROOKLYN,2014-07-13,40.5957763,-73.98822170000001,0.0,0.0,1.0,13:00,Pedestrians Killed
BROOKLYN,2014-07-14,40.6198737,-73.9652647,0.0,0.0,1.0,20:20,Pedestrians Killed
STATEN ISLAND,2014-07-18,40.6292495,-74.1232208,0.0,0.0,1.0,7:22,Pedestrians Killed
BROOKLYN,2014-07-20,40.703764299999996,-73.9426145,0.0,0.0,1.0,13:54,Pedestrians Killed
BROOKLYN,2014-07-25,40.605957200000006,-74.00638520000001,0.0,0.0,1.0,12:19,Pedestrians Killed
QUEENS,2014-07-27,40.7168018,-73.80809909999999,0.0,0.0,1.0,20:48,Pedestrians Killed
QUEENS,2014-07-29,40.7829958,-73.7993323,0.0,0.0,1.0,20:54,Pedestrians Killed
STATEN ISLAND,2014-07-31,40.601204200000005,-74.06507579999999,0.0,0.0,1.0,21:05,Pedestrians Killed
BROOKLYN,2014-08-01,40.7157016,-73.9557817,0.0,0.0,1.0,8:45,Pedestrians Killed
QUEENS,2014-08-01,40.734333500000005,-73.8579913,0.0,0.0,1.0,8:42,Pedestrians Killed
,2014-08-05,40.666413399999996,-73.7881226,0.0,0.0,1.0,23:05,Pedestrians Killed
BRONX,2014-08-06,40.8468472,-73.83249709999998,0.0,0.0,1.0,7:19,Pedestrians Killed
QUEENS,2014-08-18,40.7146219,-73.9011579,0.0,0.0,1.0,2:51,Pedestrians Killed
MANHATTAN,2014-08-28,40.710093900000004,-73.9897886,0.0,0.0,1.0,6:48,Pedestrians Killed
BROOKLYN,2014-08-28,40.609252399999995,-73.9690411,0.0,0.0,1.0,20:21,Pedestrians Killed
MANHATTAN,2014-08-29,40.7763189,-73.962125,0.0,0.0,1.0,14:03,Pedestrians Killed
QUEENS,2014-08-30,40.6984191,-73.8010546,0.0,0.0,1.0,4:52,Pedestrians Killed
MANHATTAN,2014-09-04,40.7401843,-73.986363,0.0,0.0,1.0,5:30,Pedestrians Killed
MANHATTAN,2014-09-04,40.788532399999994,-73.9532091,0.0,0.0,1.0,9:58,Pedestrians Killed
BRONX,2014-09-07,40.8284182,-73.860674,0.0,0.0,1.0,17:10,Pedestrians Killed
BROOKLYN,2014-09-07,40.6857804,-73.9543917,0.0,0.0,1.0,10:27,Pedestrians Killed
MANHATTAN,2014-09-07,40.7914379,-73.9759878,0.0,0.0,1.0,19:55,Pedestrians Killed
QUEENS,2014-09-10,40.765320200000005,-73.8890397,0.0,0.0,1.0,22:30,Pedestrians Killed
,2014-09-12,40.8532485,-73.8352807,0.0,0.0,1.0,6:01,Pedestrians Killed
BROOKLYN,2014-09-17,40.681382899999996,-73.953515,0.0,0.0,1.0,13:33,Pedestrians Killed
MANHATTAN,2014-09-18,40.797003600000004,-73.93777390000001,0.0,0.0,1.0,8:30,Pedestrians Killed
BROOKLYN,2014-09-25,40.6451307,-73.94896379999999,0.0,0.0,1.0,16:00,Pedestrians Killed
MANHATTAN,2014-09-25,40.720625899999995,-73.99497109999999,0.0,0.0,1.0,13:35,Pedestrians Killed
MANHATTAN,2014-09-28,40.7366908,-73.9931187,0.0,0.0,1.0,3:32,Pedestrians Killed
,2014-09-30,40.745152600000004,-73.7343116,0.0,0.0,1.0,17:40,Pedestrians Killed
,2014-10-01,40.742200700000005,-73.8409528,0.0,0.0,1.0,3:14,Pedestrians Killed
BRONX,2014-10-03,40.814766600000006,-73.9187438,0.0,0.0,1.0,1:37,Pedestrians Killed
BROOKLYN,2014-10-06,40.61273370000001,-74.0117129,0.0,0.0,1.0,19:19,Pedestrians Killed
MANHATTAN,2014-10-10,40.7851932,-73.94933309999999,0.0,0.0,1.0,13:36,Pedestrians Killed
MANHATTAN,2014-10-14,40.7165417,-73.9969843,0.0,0.0,1.0,4:07,Pedestrians Killed
QUEENS,2014-10-17,40.6916677,-73.76238590000001,0.0,0.0,1.0,18:57,Pedestrians Killed
BROOKLYN,2014-10-20,40.6840525,-73.9774579,0.0,0.0,1.0,12:26,Pedestrians Killed
BRONX,2014-10-24,40.869274,-73.90134379999999,0.0,0.0,1.0,14:46,Pedestrians Killed
BROOKLYN,2014-10-26,40.6219409,-73.917516,0.0,0.0,1.0,7:04,Pedestrians Killed
BROOKLYN,2014-10-26,40.619132,-73.9901807,0.0,0.0,1.0,6:19,Pedestrians Killed
QUEENS,2014-10-29,40.752013,-73.93015340000001,0.0,0.0,1.0,12:13,Pedestrians Killed
QUEENS,2014-10-30,40.699531,-73.91103670000001,0.0,0.0,1.0,5:07,Pedestrians Killed
MANHATTAN,2014-10-30,40.7180184,-73.9999567,0.0,0.0,1.0,21:28,Pedestrians Killed
BROOKLYN,2014-11-01,40.6611218,-73.9201276,0.0,0.0,1.0,2:26,Pedestrians Killed
QUEENS,2014-11-04,40.738325,-73.8855916,0.0,0.0,1.0,9:30,Pedestrians Killed
QUEENS,2014-11-05,40.763941700000004,-73.8281463,0.0,0.0,1.0,22:53,Pedestrians Killed
QUEENS,2014-11-08,40.73675120000001,-73.7110283,0.0,0.0,1.0,17:15,Pedestrians Killed
MANHATTAN,2014-11-12,40.806354299999995,-73.9539551,0.0,0.0,1.0,16:35,Pedestrians Killed
BRONX,2014-11-13,40.8367707,-73.8859644,0.0,0.0,1.0,21:40,Pedestrians Killed
STATEN ISLAND,2014-11-15,40.5166242,-74.20278499999999,0.0,0.0,1.0,14:38,Pedestrians Killed
BROOKLYN,2014-11-20,40.6475955,-73.97350259999999,0.0,0.0,1.0,17:01,Pedestrians Killed
MANHATTAN,2014-11-24,40.7216331,-73.9935279,0.0,0.0,1.0,18:51,Pedestrians Killed
BROOKLYN,2014-12-02,40.6220219,-73.9872553,0.0,0.0,1.0,20:57,Pedestrians Killed
QUEENS,2014-12-03,40.7604644,-73.8265417,0.0,0.0,1.0,5:32,Pedestrians Killed
MANHATTAN,2014-12-05,40.7756005,-73.95633409999999,0.0,0.0,1.0,18:30,Pedestrians Killed
QUEENS,2014-12-07,40.7205375,-73.7762082,0.0,0.0,1.0,16:53,Pedestrians Killed
BROOKLYN,2014-12-09,40.638785799999994,-73.94537270000001,0.0,0.0,1.0,17:13,Pedestrians Killed
BROOKLYN,2014-12-16,40.609357200000005,-74.0152238,0.0,0.0,1.0,18:45,Pedestrians Killed
BROOKLYN,2014-12-17,40.6700084,-73.95327059999998,0.0,0.0,1.0,6:42,Pedestrians Killed
BROOKLYN,2014-12-23,40.636447100000005,-73.9451224,0.0,0.0,1.0,18:03,Pedestrians Killed
MANHATTAN,2014-12-31,40.804886200000006,-73.9624735,0.0,0.0,1.0,18:10,Pedestrians Killed
MANHATTAN,2015-01-03,40.764106299999995,-73.966814,0.0,0.0,1.0,19:15,Pedestrians Killed
BRONX,2015-01-04,40.884735299999996,-73.84044109999999,0.0,0.0,1.0,17:04,Pedestrians Killed
BROOKLYN,2015-01-05,40.6413948,-73.98907840000001,0.0,0.0,1.0,22:35,Pedestrians Killed
